"","...1","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network","Treatment1","Treatment2","Kingdom2","Treatment3"
"18094","OTU153Auriculariales",0.101108033240997,3.66924644364413,"Module hub","OTU153Auriculariales","Eukaryote","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","Saprotroph","OTU153Auriculariales","Non-Yeast","Saprotroph","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18122","Bac4",0.641975308641975,-0.0395284707521048,"Connector","Bac4","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","_","Bac4","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"18150","Bac265",0.653061224489796,-0.0395284707521048,"Connector","Bac265","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","RhizobialesOR","RhizobialesOR","_","Bac265","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"18291","Bac1072",0.625,-0.553141109431306,"Connector","Bac1072","Prokaryote","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","OpitutaceaeFA","_","Bac1072","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"18292","Bac1343",0.666666666666667,-0.577350269189626,"Connector","Bac1343","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Bac1343","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"18384","Bac204",0.625,-0.434813178273152,"Connector","Bac204","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","211ds20","211ds20FA","_","Bac204","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"18453","OTU1Cladosporium",0.398654061849063,3.30278751115212,"Module hub","OTU1Cladosporium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Cladosporium","Saprotroph","OTU1Cladosporium","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18455","OTU5Acremonium",0,5.66276648563204,"Module hub","OTU5Acremonium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Acremonium","Endophyte","OTU5Acremonium","Non-Yeast","Endophyte","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18456","OTU4Alternaria",0.211666666666667,2.8894789641428,"Module hub","OTU4Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU4Alternaria","Non-Yeast","Plant pathogen","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18460","OTU28Chaetomium",0,5.66276648563204,"Module hub","OTU28Chaetomium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","OTU28Chaetomium","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18465","OTU22Periconia",1.11022302462516e-16,4.70388801950046,"Module hub","OTU22Periconia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","_","Periconia","Endophyte","OTU22Periconia","Non-Yeast","Endophyte","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18467","OTU65Corynascus",0,2.92692071419938,"Module hub","OTU65Corynascus","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascus","Saprotroph","OTU65Corynascus","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18472","OTU81Schizothecium",0.13265306122449,2.56456332554514,"Module hub","OTU81Schizothecium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Saprotroph","OTU81Schizothecium","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18473","OTU106Sordariomycetes",0.499801626661377,5.23156073052897,"Module hub","OTU106Sordariomycetes","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Endophyte","OTU106Sordariomycetes","Non-Yeast","Endophyte","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18474","OTU27Alternaria",0.312777777777778,2.61393993280325,"Module hub","OTU27Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU27Alternaria","Non-Yeast","Plant pathogen","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18481","OTU56Agaricomycetes",0.535590277777778,4.64303294886277,"Module hub","OTU56Agaricomycetes","Eukaryote","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","_","Oliveonia","Saprotroph","OTU56Agaricomycetes","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18484","OTU49Macrophomina",0,3.61088215705754,"Module hub","OTU49Macrophomina","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina","Plant pathogen","OTU49Macrophomina","Non-Yeast","Plant pathogen","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18492","OTU166Rhizophagus",0.451843043995244,3.16501799548235,"Module hub","OTU166Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU166Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18496","OTU102Arthropsis",0,2.79012842562775,"Module hub","OTU102Arthropsis","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Uncinocarpus","Saprotroph","OTU102Arthropsis","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18497","OTU207Magnaporthiopsis",0.632231404958678,2.72746448189523,"Network hub","OTU207Magnaporthiopsis","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","Plant pathogen","OTU207Magnaporthiopsis","Non-Yeast","Plant pathogen","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18500","OTU150Rhizophagus",0.270852570021545,2.54505517496836,"Module hub","OTU150Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU150Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18502","OTU110Myrmecridium",0.461805555555556,2.54505517496836,"Module hub","OTU110Myrmecridium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","_","_","Myrmecridium","Saprotroph","OTU110Myrmecridium","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18503","OTU118Rhizophagus",0.498163452708907,3.2140850828319,"Module hub","OTU118Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU118Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18505","OTU161Rhizophagus",0.470816115702479,3.09613323764746,"Module hub","OTU161Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU161Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18506","OTU132Rhizophagus",0.424382716049383,2.68282469063813,"Module hub","OTU132Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU132Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18507","OTU182Ascomycota",0.411651234567901,2.8894789641428,"Module hub","OTU182Ascomycota","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","_","Plant pathogen","OTU182Ascomycota","Non-Yeast","Plant pathogen","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18529","OTU364Arthrobotrys",0.417009602194787,4.12341554303337,"Module hub","OTU364Arthrobotrys","Eukaryote","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Saprotroph","OTU364Arthrobotrys","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18530","OTU375Agaricomycetes",0.499362244897959,2.69446767700249,"Module hub","OTU375Agaricomycetes","Eukaryote","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Saprotroph","OTU375Agaricomycetes","Non-Yeast","Saprotroph","Root","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"18571","Bac256",0.666666666666667,-0.800326730665041,"Connector","Bac256","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac256","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"interBF","Drought period","Control","Bacteria","Control"
"18672","OTU19Sarocladium",0.625,-0.866025403784439,"Connector","OTU19Sarocladium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Sarocladium","Plant pathogen","OTU19Sarocladium","Non-Yeast","Plant pathogen","Soil","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"18686","OTU91Schizothecium",0.253968253968254,3.61066663006864,"Module hub","OTU91Schizothecium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Saprotroph","OTU91Schizothecium","Non-Yeast","Saprotroph","Soil","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"18724","OTU120Fungi",0,2.90976868895696,"Module hub","OTU120Fungi","Eukaryote","Fungi","unidentified","_","_","_","_","Unidentified & others","OTU120Fungi","Non-Yeast","Unidentified & others","Soil","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"18742","OTU391Talaromyces",0.304498269896194,2.55702014015537,"Module hub","OTU391Talaromyces","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Saprotroph","OTU391Talaromyces","Non-Yeast","Saprotroph","Soil","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"18746","OTU488Chytridiomycota",0,3.67419944622532,"Module hub","OTU488Chytridiomycota","Eukaryote","Fungi","Chytridiomycota","Chytridiomycetes","_","_","_","Unidentified & others","OTU488Chytridiomycota","Non-Yeast","Unidentified & others","Soil","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"18853","OTU14Symmetrospora",0.124444444444444,4.00356941782737,"Module hub","OTU14Symmetrospora","Eukaryote","Fungi","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","OTU14Symmetrospora","Yeast","SaprotrophYeast","Soil","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18858","OTU76Chaetomium",0.18,3.07958941544842,"Module hub","OTU76Chaetomium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","OTU76Chaetomium","Non-Yeast","Saprotroph","Soil","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18893","OTU265Chytridiomycetes",0,3.14124268131624,"Module hub","OTU265Chytridiomycetes","Eukaryote","Fungi","Chytridiomycota","Chytridiomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","Saprotroph","OTU265Chytridiomycetes","Non-Yeast","Saprotroph","Soil","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18976","Bac68",0.625,-0.133808524782567,"Connector","Bac68","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac68","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"18979","Bac1029",0.653061224489796,0.234164918369492,"Connector","Bac1029","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","HaliangiaceaeFA","_","Bac1029","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"18992","Bac141",0.625,0,"Connector","Bac141","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","MyxococcalesOR","MyxococcalesOR","_","Bac141","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"19011","Bac380",1.11022302462516e-16,2.88549817306213,"Module hub","Bac380","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac380","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"19057","Bac2376",0.625,0.866025403784439,"Connector","Bac2376","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","DeltaproteobacteriaCL","DeltaproteobacteriaCL","DeltaproteobacteriaCL","_","Bac2376","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"19086","OTU14Symmetrospora",0.378698224852071,3.173131961101,"Module hub","OTU14Symmetrospora","Eukaryote","Fungi","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","OTU14Symmetrospora","Yeast","SaprotrophYeast","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"19090","OTU70Claroideoglomus",1.11022302462516e-16,2.7751154611628,"Module hub","OTU70Claroideoglomus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Claroideoglomeraceae","Claroideoglomus","Arbuscular mycorrhizal","OTU70Claroideoglomus","Non-Yeast","Arbuscular mycorrhizal","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"19116","OTU120Fungi",0.565,3.54592590673802,"Module hub","OTU120Fungi","Eukaryote","Fungi","unidentified","_","_","_","_","Unidentified & others","OTU120Fungi","Non-Yeast","Unidentified & others","Soil","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
