"","...1","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network","Treatment1","Treatment2","Kingdom2","Treatment3"
"6904","Bac25",0,3.12446500604743,"Module hub","Bac25","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","Kribbella","_","Bac25","Actinobacteria","Actinobacteria","Leaf","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"6911","Bac61",0,3.37135733622557,"Module hub","Bac61","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Bac61","Actinobacteria","Actinobacteria","Leaf","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"6927","Bac172",0,2.63068034569116,"Module hub","Bac172","Prokaryote","Bacteria","Chloroflexi","SOGA31","SOGA31CL","SOGA31CL","SOGA31CL","_","Bac172","Non-Actinobacteria","Non-Actinobacteria","Leaf","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"7090","Bac3",0,2.64782703923433,"Module hub","Bac3","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Bac3","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7091","Bac7",1.11022302462516e-16,2.70803923326012,"Module hub","Bac7","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac7","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7101","Bac21",0.115184414039262,2.75494915259267,"Module hub","Bac21","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","_","Bac21","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7103","Bac17",0,3.61122214364694,"Module hub","Bac17","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac17","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7104","Bac25",1.11022302462516e-16,2.70803923326012,"Module hub","Bac25","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","Kribbella","_","Bac25","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7105","Bac27",0,2.7682514272859,"Module hub","Bac27","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Glycomycetaceae","Glycomyces","_","Bac27","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7107","Bac28",1.11022302462516e-16,2.70803923326012,"Module hub","Bac28","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac28","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7109","Bac32",1.11022302462516e-16,2.58761484520854,"Module hub","Bac32","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Bac32","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7111","Bac35",0,2.94888800936327,"Module hub","Bac35","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Bac35","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7128","Bac58",0,2.7682514272859,"Module hub","Bac58","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Bac58","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7130","Bac20",0.625,-0.90400809822419,"Connector","Bac20","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac20","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7140","Bac76",0,2.64782703923433,"Module hub","Bac76","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Bac76","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7164","Bac101",0.0388677285318559,2.6309611435041,"Module hub","Bac101","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","_","Bac101","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7194","Bac133",0.464193612378496,2.72599255113958,"Module hub","Bac133","Prokaryote","Bacteria","TM7","TM7PH","I025","A29","A29FA","_","Bac133","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7195","Bac132",0,2.82846362131169,"Module hub","Bac132","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac132","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7198","Bac141",0.0136979785969085,2.50697313441553,"Module hub","Bac141","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","MyxococcalesOR","MyxococcalesOR","_","Bac141","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7202","Bac144",1.11022302462516e-16,2.70803923326012,"Module hub","Bac144","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Mycobacteriaceae","Mycobacterium","_","Bac144","Actinobacteria","Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7233","Bac187",0.1128,2.89099258065612,"Module hub","Bac187","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Bac187","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7237","Bac198",0.120707596253902,3.79849274299706,"Module hub","Bac198","Prokaryote","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","_","Bac198","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7257","Bac175",0.64,0.730296743340221,"Connector","Bac175","Prokaryote","Bacteria","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","Koribacteraceae","KoribacteraceaeFA","_","Bac175","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7272","Bac246",0,2.52740265118275,"Module hub","Bac246","Prokaryote","Bacteria","Chloroflexi","Ktedonobacteria","KtedonobacteriaCL","KtedonobacteriaCL","KtedonobacteriaCL","_","Bac246","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7284","Bac272",1.11022302462516e-16,2.82934195804582,"Module hub","Bac272","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Bac272","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7323","Bac325",0,2.70535394895725,"Module hub","Bac325","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Bac325","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7325","Bac331",0.0116955017301037,3.12691317985839,"Module hub","Bac331","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","_","Bac331","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7341","Bac359",0,3.20130598531153,"Module hub","Bac359","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Bac359","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7373","Bac415",0.489795918367347,2.8489566606135,"Module hub","Bac415","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","_","Bac415","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7392","Bac447",0,3.49079775559537,"Module hub","Bac447","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","_","Bac447","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7503","Bac624",0,3.49079775559537,"Module hub","Bac624","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","_","Bac624","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7514","Bac706",0.0473094582185491,2.92853236531667,"Module hub","Bac706","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Bac706","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7622","Bac978",0,3.310161173518,"Module hub","Bac978","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","ThermoactinomycetaceaeFA","_","Bac978","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7652","Bac1144",0.263671875,3.46849268396399,"Module hub","Bac1144","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Bac1144","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"7803","OTU91Schizothecium",1.11022302462516e-16,3.01545109046225,"Module hub","OTU91Schizothecium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Saprotroph","OTU91Schizothecium","Non-Yeast","Saprotroph","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Fungi","Control"
"7854","OTU717Fusarium",0.625,-0.821508083465923,"Connector","OTU717Fusarium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU717Fusarium","Non-Yeast","Plant pathogen","Rhizosphere","Control",2,9,"crossBF","Drought period","Control","Fungi","Control"
"8141","Bac30",0.473372781065089,2.92403830344269,"Module hub","Bac30","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","SinobacteraceaeFA","_","Bac30","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
