"","otu.name","Kingdom","Phylum","Class","Order","Family","Genus","Fungal Guild","Compartment","Time period","Treatment","Network type","Zi","Pi","Hub type"
"21","Bac101","Prokaryote","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","_","Rhizosphere","Drought period","Control","Bac-Bac",2.56404081868577,0.027391975308642,"Module hub"
"22","Bac132","Prokaryote","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Rhizosphere","Drought period","Control","Bac-Bac",2.72921892917967,1.11022302462516e-16,"Module hub"
"23","Bac144","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Mycobacteriaceae","Mycobacterium","_","Rhizosphere","Drought period","Control","Bac-Bac",2.66835606573553,0,"Module hub"
"24","Bac187","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Rhizosphere","Drought period","Control","Bac-Bac",2.76670368805594,0.1128,"Module hub"
"25","Bac198","Prokaryote","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","_","Rhizosphere","Drought period","Control","Bac-Bac",3.66737339432479,0.120707596253902,"Module hub"
"26","Bac175","Prokaryote","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","Koribacteraceae","KoribacteraceaeFA","_","Rhizosphere","Drought period","Control","Bac-Bac",0.730296743340221,0.64,"Connector"
"27","Bac272","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Rhizosphere","Drought period","Control","Bac-Bac",2.69331174288018,0,"Module hub"
"28","Bac325","Prokaryote","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Rhizosphere","Drought period","Control","Bac-Bac",2.6674575580413,0,"Module hub"
"29","Bac331","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","_","Rhizosphere","Drought period","Control","Bac-Bac",3.05527033062453,0.0122694711172077,"Module hub"
"30","Bac359","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Rhizosphere","Drought period","Control","Bac-Bac",3.02941614578565,0,"Module hub"
"31","Bac415","Prokaryote","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","_","Rhizosphere","Drought period","Control","Bac-Bac",2.70416345659799,0.473372781065089,"Module hub"
"32","Bac447","Prokaryote","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","_","Rhizosphere","Drought period","Control","Bac-Bac",3.3987104270653,1.11022302462516e-16,"Module hub"
"33","Bac624","Prokaryote","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","_","Rhizosphere","Drought period","Control","Bac-Bac",3.3987104270653,1.11022302462516e-16,"Module hub"
"34","Bac706","Prokaryote","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Rhizosphere","Drought period","Control","Bac-Bac",2.87429103675235,0.0374863077609641,"Module hub"
"35","Bac978","Prokaryote","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","ThermoactinomycetaceaeFA","_","Rhizosphere","Drought period","Control","Bac-Bac",3.276984700177,0,"Module hub"
"36","Bac1144","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Rhizosphere","Drought period","Control","Bac-Bac",3.09421994488098,0.308390022675737,"Module hub"
"37","Bac3","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.84548404180695,0,"Module hub"
"38","Bac30","Prokaryote","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","SinobacteraceaeFA","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.22702064435435,0.473372781065089,"Module hub"
"39","Bac27","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Glycomycetaceae","Glycomyces","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.04583210945083,0,"Module hub"
"40","Bac73","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.94739841384828,0,"Module hub"
"41","Bac67","Prokaryote","Acidobacteria","AcidobacteriaPH","Acidobacteriales","AcidobacterialesOR","AcidobacterialesOR","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.1462526112268,0.498046875,"Module hub"
"42","Bac77","Prokaryote","Gemmatimonadetes","GemmatimonadetesPH","Gemmatimonadales","Gemmatimonadaceae","GemmatimonadaceaeFA","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.57317503911876,0.499314128943759,"Module hub"
"43","Bac81","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","_","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.64513597416308,0,"Module hub"
"44","Bac106","Prokaryote","Acidobacteria","AcidobacteriaPH","Acidobacteriales","AcidobacterialesOR","AcidobacterialesOR","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.1462526112268,0.495867768595041,"Module hub"
"45","Bac155","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardiaceae","NocardiaceaeFA","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.64513597416308,0,"Module hub"
"46","Bac187","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.44652824473858,0,"Module hub"
"47","Bac180","Prokaryote","Gemmatimonadetes","GemmatimonadetesPH","Gemmatimonadales","Gemmatimonadaceae","GemmatimonadaceaeFA","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.57317503911876,0.444444444444444,"Module hub"
"48","Bac195","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Adhaeribacter","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.54496194034114,0.0555102040816327,"Module hub"
"49","Bac140","Prokaryote","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio","_","Rhizosphere","Rewetting period","Control","Bac-Bac",-0.387837923418105,0.64,"Connector"
"50","Bac242","Prokaryote","Actinobacteria","ActinobacteriaPH","ActinobacteriaPH","ActinobacteriaPH","ActinobacteriaPH","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.64513597416308,0,"Module hub"
"51","Bac213","Prokaryote","TM7","TM7PH","TM7PH","TM7PH","TM7PH","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.34635421091664,0,"Module hub"
"52","Bac285","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.44652824473858,0,"Module hub"
"53","Bac531","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","FlexibacteraceaeFA","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.64687631238246,0,"Module hub"
"54","Bac671","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","RhodospirillaceaeFA","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.64266145306012,0.0665873959571939,"Module hub"
"55","Bac847","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flammeovirgaceae","FlammeovirgaceaeFA","_","Rhizosphere","Rewetting period","Control","Bac-Bac",3.04729796971368,0.459183673469388,"Module hub"
"56","Bac1007","Prokaryote","Chlorobi","SM1B09","SM1B09CL","SM1B09CL","SM1B09CL","_","Rhizosphere","Rewetting period","Control","Bac-Bac",0.85394232279465,0.665289256198347,"Connector"
"57","Bac1109","Prokaryote","Chloroflexi","Anaerolineae","envOPS12","envOPS12OR","envOPS12OR","_","Rhizosphere","Rewetting period","Control","Bac-Bac",2.6098636149231,0,"Module hub"
"58","Bac2763","Prokaryote","Cyanobacteria","Chloroplast","Stramenopiles","StramenopilesOR","StramenopilesOR","_","Rhizosphere","Rewetting period","Control","Bac-Bac",-0.817229910059579,0.625,"Connector"
"59","Bac23","Prokaryote","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","_","Rhizosphere","Drought period","Drought","Bac-Bac",2.79214903590358,0.152777777777778,"Module hub"
"60","Bac43","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Rhizosphere","Drought period","Drought","Bac-Bac",2.79214903590358,0.260355029585799,"Module hub"
"61","Bac70","Prokaryote","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Rhizosphere","Drought period","Drought","Bac-Bac",3.10679174654042,0.144970414201184,"Module hub"
"62","Bac336","Prokaryote","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Rhizosphere","Drought period","Drought","Bac-Bac",1.15470053837925,0.625,"Connector"
"63","Bac3","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",2.72868871207038,0,"Module hub"
"64","Bac26","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","RhodospirillaceaeFA","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",2.70960163311763,0.486851716581446,"Module hub"
"65","Bac99","Prokaryote","Gemmatimonadetes","GemmatimonadetesPH","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",3.4831715653675,0.367309458218549,"Module hub"
"66","Bac241","Prokaryote","Gemmatimonadetes","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",2.82599218206413,0.482853223593964,"Module hub"
"67","Bac428","Prokaryote","Bacteroidetes","_","_","_","_","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",3.64072602468965,0.421289437585734,"Module hub"
"68","Bac518","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","SphingobacteriaceaeFA","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",2.82599218206413,0.433195153061225,"Module hub"
"69","Bac567","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",2.94238273101063,0.356949702541914,"Module hub"
"70","Bac263","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",-0.665724286330952,0.625,"Connector"
"71","Bac980","Prokaryote","Gemmatimonadetes","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",2.94238273101063,0.498367346938775,"Module hub"
"72","Bac1268","Prokaryote","Gemmatimonadetes","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",3.29155437785014,0.435742257030972,"Module hub"
"73","Bac1880","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","BacteriovoracaceaeFA","_","Rhizosphere","Rewetting period","Drought","Bac-Bac",-0.809812996990203,0.666666666666667,"Connector"
"74","Bac3","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Root","Drought period","Control","Bac-Bac",2.86869482335694,0,"Module hub"
"75","Bac17","Prokaryote","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Root","Drought period","Control","Bac-Bac",2.81834066900079,0,"Module hub"
"76","Bac25","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","Kribbella","_","Root","Drought period","Control","Bac-Bac",3.22117390385003,0,"Module hub"
"77","Bac32","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Root","Drought period","Control","Bac-Bac",2.86869482335694,0,"Module hub"
"78","Bac35","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Root","Drought period","Control","Bac-Bac",2.76798651464463,0,"Module hub"
"79","Bac45","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Pseudonocardiaceae","PseudonocardiaceaeFA","_","Root","Drought period","Control","Bac-Bac",3.01975728642541,0,"Module hub"
"80","Bac58","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Root","Drought period","Control","Bac-Bac",3.12046559513772,0,"Module hub"
"81","Bac61","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Root","Drought period","Control","Bac-Bac",3.07011144078156,0,"Module hub"
"82","Bac76","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Root","Drought period","Control","Bac-Bac",3.4729446756308,0,"Module hub"
"83","Bac92","Prokaryote","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","SinobacteraceaeFA","_","Root","Drought period","Control","Bac-Bac",-0.494032181755571,0.666666666666667,"Connector"
"84","Bac128","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Intrasporangiaceae","IntrasporangiaceaeFA","_","Root","Drought period","Control","Bac-Bac",2.71763236028848,0,"Module hub"
"85","Bac153","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","_","Root","Drought period","Control","Bac-Bac",0.123508045438893,0.625,"Connector"
"86","Bac211","Prokaryote","Actinobacteria","ActinobacteriaPH","Rubrobacterales","Rubrobacteraceae","RubrobacteraceaeFA","_","Root","Drought period","Control","Bac-Bac",2.56656989722001,1.11022302462516e-16,"Module hub"
"87","Bac394","Prokaryote","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Shimazuella","_","Root","Drought period","Control","Bac-Bac",3.17081974949387,0,"Module hub"
"88","Bac27","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Glycomycetaceae","Glycomyces","_","Root","Rewetting period","Control","Bac-Bac",2.58853711712496,0,"Module hub"
"89","Bac81","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","_","_","Root","Rewetting period","Control","Bac-Bac",2.51118403629898,0,"Module hub"
"90","Bac488","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Root","Rewetting period","Control","Bac-Bac",2.54625881604406,0.0253122945430637,"Module hub"
"91","Bac532","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","SphingobacteriaceaeFA","_","Root","Rewetting period","Control","Bac-Bac",2.63869725491035,0.0246875,"Module hub"
"92","Bac703","Prokaryote","Verrucomicrobia","Spartobacteria","Spartobacteriales","Spartobacteriaceae","SpartobacteriaceaeFA","_","Root","Rewetting period","Control","Bac-Bac",2.73113569377663,0.0240928019036287,"Module hub"
"93","Bac714","Prokaryote","Proteobacteria","Gammaproteobacteria","_","_","_","_","Root","Rewetting period","Control","Bac-Bac",2.63869725491035,0,"Module hub"
"94","Bac1276","Prokaryote","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Root","Rewetting period","Control","Bac-Bac",2.82357413264292,0.0235260770975056,"Module hub"
"95","Bac1460","Prokaryote","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Root","Rewetting period","Control","Bac-Bac",3.14710866867492,0.0217365052529888,"Module hub"
"96","Bac20","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Root","Rewetting period","Drought","Bac-Bac",3.25019487307529,0.0713305898491085,"Module hub"
"97","Bac312","Prokaryote","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","_","Root","Rewetting period","Drought","Bac-Bac",2.51777425855926,0,"Module hub"
"98","Bac7","Prokaryote","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Soil","Drought period","Control","Bac-Bac",3.29652687409601,0,"Module hub"
"99","Bac12","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Micrococcaceae","Arthrobacter","_","Soil","Drought period","Control","Bac-Bac",2.75660922931164,0,"Module hub"
"100","Bac17","Prokaryote","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Soil","Drought period","Control","Bac-Bac",2.9365817775731,0,"Module hub"
"101","Bac51","Prokaryote","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Soil","Drought period","Control","Bac-Bac",4.30706025435527,0,"Module hub"
"102","Bac59","Prokaryote","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Soil","Drought period","Control","Bac-Bac",2.76512554057593,1.11022302462516e-16,"Module hub"
"103","Bac70","Prokaryote","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Soil","Drought period","Control","Bac-Bac",3.04547730671763,0.0644444444444444,"Module hub"
"104","Bac250","Prokaryote","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Soil","Drought period","Control","Bac-Bac",2.61063824604006,0,"Module hub"
"105","Bac301","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Soil","Drought period","Control","Bac-Bac",3.04547730671763,1.11022302462516e-16,"Module hub"
"106","Bac257","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","HyphomonadaceaeFA","_","Soil","Drought period","Control","Bac-Bac",3.22533146186667,1.11022302462516e-16,"Module hub"
"107","Bac515","Prokaryote","Verrucomicrobia","Spartobacteria","Spartobacteriales","Spartobacteriaceae","Chthoniobacter","_","Soil","Drought period","Control","Bac-Bac",3.88653260514272,0.0540123456790124,"Module hub"
"108","Bac442","Prokaryote","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","Koribacteraceae","KoribacteraceaeFA","_","Soil","Drought period","Control","Bac-Bac",2.61063824604006,0,"Module hub"
"109","Bac12","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Micrococcaceae","Arthrobacter","_","Soil","Rewetting period","Control","Bac-Bac",3.28759452368544,0,"Module hub"
"110","Bac17","Prokaryote","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Soil","Rewetting period","Control","Bac-Bac",2.83022944532149,0,"Module hub"
"111","Bac29","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Soil","Rewetting period","Control","Bac-Bac",3.51627706286741,0,"Module hub"
"112","Bac34","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","_","Soil","Rewetting period","Control","Bac-Bac",3.17325325409445,0,"Module hub"
"113","Bac64","Prokaryote","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","SolibacteraceaeFA","_","Soil","Rewetting period","Control","Bac-Bac",2.68328157299975,0,"Module hub"
"114","Bac89","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Soil","Rewetting period","Control","Bac-Bac",3.83997010019224,0.408163265306122,"Module hub"
"115","Bac137","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Soil","Rewetting period","Control","Bac-Bac",-0.514592976919117,0.666666666666667,"Connector"
"116","Bac426","Prokaryote","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Soil","Rewetting period","Control","Bac-Bac",3.65630250971755,0.165289256198347,"Module hub"
"117","Bac376","Prokaryote","Chlorobi","SM1B09","SM1B09CL","SM1B09CL","SM1B09CL","_","Soil","Rewetting period","Control","Bac-Bac",4.32311704047154,0.158790170132325,"Module hub"
"118","Bac419","Prokaryote","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","RickettsiaceaeFA","_","Soil","Rewetting period","Control","Bac-Bac",3.05003545694768,0,"Module hub"
"119","Bac442","Prokaryote","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","Koribacteraceae","KoribacteraceaeFA","_","Soil","Rewetting period","Control","Bac-Bac",3.18664540462778,0,"Module hub"
"120","Bac512","Prokaryote","Bacteroidetes","BacteroidetesPH","BacteroidetesPH","BacteroidetesPH","BacteroidetesPH","_","Soil","Rewetting period","Control","Bac-Bac",4.57773335717631,0.0831758034026465,"Module hub"
"121","Bac701","Prokaryote","Acidobacteria","RB25","RB25CL","RB25CL","RB25CL","_","Soil","Rewetting period","Control","Bac-Bac",4.12595961480732,0.2112,"Module hub"
"122","Bac589","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Soil","Rewetting period","Control","Bac-Bac",-0.603423872887352,0.666666666666667,"Connector"
"123","Bac177","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Soil","Drought period","Drought","Bac-Bac",2.8750782417141,0.152777777777778,"Module hub"
"124","Bac20","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",2.56127778179175,0,"Module hub"
"125","Bac22","Prokaryote","Proteobacteria","Betaproteobacteria","Burkholderiales","BurkholderialesOR","BurkholderialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",2.83107037987378,0.0665873959571939,"Module hub"
"126","Bac29","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Soil","Rewetting period","Drought","Bac-Bac",3.29962664753914,0,"Module hub"
"127","Bac34","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","_","Soil","Rewetting period","Drought","Bac-Bac",2.62261792023964,0,"Module hub"
"128","Bac35","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Soil","Rewetting period","Drought","Bac-Bac",3.29962664753914,0,"Module hub"
